"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","A","20210101","2021","52","2021","24","AGO","Angola","M","Import","654","SHN","Saint Helena","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","349","false","8","kg","349","false","349","false","0","false","25.06",,"25.06","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","M","Import","92","VGB","Br. Virgin Isds","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","42000","false","8","kg","42000","false","42000","false","42357","false","32189.64","30680.578","32189.64","0","false","true",
"C","A","20210101","2021","52","2021","51","ARM","Armenia","M","Import","660","AIA","Anguilla","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13122.9","false","8","kg","13122.9","false","13122.9","false","0","false","30794","0","30794","0","false","true",
"C","A","20210101","2021","52","2021","24","AGO","Angola","M","Import","796","TCA","Turks and Caicos Isds","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","196088","false","8","kg","196088","false","196088","false","0","false","94115.43",,"94115.43","0","false","true",
"C","A","20210101","2021","52","2021","84","BLZ","Belize","M","Import","772","TKL","Tokelau","0","W00","World","H5","HS","true","190430","Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","26.57","false","8","kg","26.57","false","26.57","false","0","false","101.43",,"101.43","0","false","true",
"C","A","20210101","2021","52","2021","31","AZE","Azerbaijan","M","Import","674","SMR","San Marino","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false","36.15",,"36.15","0","false","true",
"C","A","20210101","2021","52","2021","40","AUT","Austria","M","Import","674","SMR","San Marino","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45","false","8","kg","45","false","45","false","0","false","665.883",,"665.883","0","false","true",
"C","A","20210101","2021","52","2021","68","BOL","Bolivia (Plurinational State of)","M","Import","292","GIB","Gibraltar","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","343.38","false","8","kg","343.38","false","340","false","0","false","8064.5","7354.29","8064.5","0","false","true",
"C","A","20210101","2021","52","2021","104","MMR","Myanmar","M","Import","772","TKL","Tokelau","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","16723.5","false","8","kg","16723.5","false","16723.5","false","0","false","11106.12",,"11106.12","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1001","Wheat and meslin","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","35","false","8","kg","35","false","32","false","0","false",,"212","212","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22","false","8","kg","22","false","22","false","0","false",,"40","40","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","92","VGB","Br. Virgin Isds","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","335813","false","8","kg","335813","false","335813","false","0","false",,"83547","83547","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23","false","8","kg","23","false","23","false","0","false",,"44","44","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","11","false","8","kg","11","false","11","false","0","false",,"31","31","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1005","Maize (corn)","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1147","false","8","kg","1147","false","1200","false","0","false",,"1981","1981","0","false","true",
"C","A","20210101","2021","52","2021","48","BHR","Bahrain","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","165","false","8","kg","165","false","165","false","0","false",,"406.915","406.915","0","false","true",
"C","A","20210101","2021","52","2021","56","BEL","Belgium","X","Export","666","SPM","Saint Pierre and Miquelon","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20.2","false","8","kg","20.2","false","20.2","false","0","false",,"45.831","45.831","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2404","false","8","kg","2404","false","2228","false","0","false",,"1030","1030","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4915","false","8","kg","4915","false","4502","false","0","false",,"4509","4509","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","8","kg","10","false","10","false","0","false",,"81","81","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1023","false","8","kg","1023","false","1023","false","0","false",,"1932","1932","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","533","ABW","Aruba","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","189643","false","8","kg","189643","false","189643","false","0","false",,"98210","98210","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1006","Rice","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","194599","false","8","kg","194599","false","181520","false","0","false",,"200266","200266","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","162","CXR","Christmas Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17600","false","21","1000 KG","17.6","false","17600","false","17600","false",,"19683.385","19683.385","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","574","NFK","Norfolk Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40480","false","21","1000 KG","40.48","false","40480","false","40742","false",,"24299.437","24299.437","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","580","MNP","N. Mariana Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","278880","false","21","1000 KG","278.88","false","278880","false","285788","false",,"173768.617","173768.617","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","169630","false","21","1000 KG","169.63","false","169630","false","176686","false",,"97927.902","97927.902","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","585","PLW","Palau","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5530","false","21","1000 KG","5.53","false","5530","false","5525","false",,"3051.327","3051.327","0","false","true",
"C","A","20210101","2021","52","2021","48","BHR","Bahrain","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40","false","8","kg","40","false","40","false","0","false",,"60.798","60.798","0","false","true",
"C","A","20210101","2021","52","2021","56","BEL","Belgium","X","Export","533","ABW","Aruba","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","571680","false","8","kg","571680","false","571680","false","0","false",,"397053.326","397053.326","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","491","false","8","kg","491","false","467","false","0","false",,"377","377","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1171","false","8","kg","1171","false","1153","false","0","false",,"1037","1037","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3","false","8","kg","3","false","3","false","0","false",,"8","8","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","476","false","8","kg","476","false","476","false","0","false",,"578","578","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1101","Wheat or meslin flour","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","56686","false","8","kg","56686","false","55535","false","0","false",,"57508","57508","0","false","true",
"C","A","20210101","2021","52","2021","40","AUT","Austria","X","Export","92","VGB","Br. Virgin Isds","0","W00","World","H5","HS","true","110220","Cereal flour; of maize (corn)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","0","false",,"13.01","13.01","0","true","false",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","110220","Cereal flour; of maize (corn)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false",,"2","2","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","110220","Cereal flour; of maize (corn)","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","473","false","8","kg","473","false","470","false","0","false",,"783","783","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","110812","Starch; maize (corn) starch","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8","false","8","kg","8","false","7","false","0","false",,"12","12","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","110812","Starch; maize (corn) starch","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","22","false","8","kg","22","false","21","false","0","false",,"148","148","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H5","HS","true","110812","Starch; maize (corn) starch","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","8","kg","10","false","10","false","0","false",,"12","12","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","110812","Starch; maize (corn) starch","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","9","false","8","kg","9","false","9","false","0","false",,"24","24","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","110812","Starch; maize (corn) starch","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2222","false","8","kg","2222","false","2282","false","0","false",,"4527","4527","0","false","true",
"C","A","20210101","2021","52","2021","56","BEL","Belgium","X","Export","612","PCN","Pitcairn","0","W00","World","H5","HS","true","1109","Wheat gluten; whether or not dried","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20000","false","8","kg","20000","false","20000","false","0","false",,"32124.871","32124.871","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","162","CXR","Christmas Isds","0","W00","World","H5","HS","true","190110","Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1","false","8","kg","1","false","1","false","1","false",,"312.494","312.494","0","false","true",
"C","A","20210101","2021","52","2021","56","BEL","Belgium","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","190110","Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40","false","8","kg","40","false","40","false","0","false",,"1209.943","1209.943","0","true","false",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","190110","Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2","false","8","kg","2","false","2","false","0","false",,"3","3","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","190110","Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","89","false","8","kg","89","false","89","false","0","false",,"102","102","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","190110","Food preparations; of flour, meal, starch, malt extract or milk products, suitable for infants or young children, put up for retail sale","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","256","false","8","kg","256","false","256","false","0","false",,"1467","1467","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","580","MNP","N. Mariana Isds","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3187.5","false","8","kg","3187.5","false","3187.5","false","3211.87","false",,"3802.515","3802.515","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","86","false","8","kg","86","false","80","false","0","false",,"202","202","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","40","false","8","kg","40","false","40","false","0","false",,"99","99","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5","false","8","kg","5","false","5","false","0","false",,"12","12","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17","false","8","kg","17","false","17","false","0","false",,"55","55","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","190120","Food preparations; mixes and doughs for the preparation of bread, pastry, cakes, biscuits and other bakers' wares","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3924","false","8","kg","3924","false","3896","false","0","false",,"7676","7676","0","false","true",
"C","A","20210101","2021","52","2021","24","AGO","Angola","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","121","false","8","kg","121","false","121","false","0","false",,"15.263","15.263","0","false","true",
"C","A","20210101","2021","52","2021","56","BEL","Belgium","X","Export","666","SPM","Saint Pierre and Miquelon","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2.78","false","8","kg","2.78","false","2.78","false","0","false",,"6.02","6.02","0","true","false",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37","false","8","kg","37","false","36","false","0","false",,"126","126","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","215","false","8","kg","215","false","215","false","0","false",,"564","564","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","238","FLK","Falkland Isds (Malvinas)","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10","false","8","kg","10","false","10","false","0","false",,"34","34","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","53","false","8","kg","53","false","53","false","0","false",,"295","295","0","false","true",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","190219","Food preparations; pasta, uncooked (excluding that containing eggs), not stuffed or otherwise prepared","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8364","false","8","kg","8364","false","8473","false","0","false",,"27342","27342","0","false","true",
"C","A","20210101","2021","52","2021","56","BEL","Belgium","X","Export","666","SPM","Saint Pierre and Miquelon","0","W00","World","H5","HS","true","190430","Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2.47","false","8","kg","2.47","false","2.47","false","0","false",,"10.325","10.325","0","true","false",
"C","A","20210101","2021","52","2021","76","BRA","Brazil","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","190430","Prepared foods obtained by the swelling or roasting of cereals or cereal products (e.g. corn flakes); cereals, not maize (corn), in grain form or in the form of flakes or other worked grains, from bulgur wheat","6","true","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","209","false","8","kg","209","false","209","false","0","false",,"1221","1221","0","false","true",
"C","A","20210101","2021","52","2021","24","AGO","Angola","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","121","false","8","kg","121","false","121","false","0","false",,"78.354","78.354","0","false","true",
"C","A","20210101","2021","52","2021","28","ATG","Antigua and Barbuda","X","Export","92","VGB","Br. Virgin Isds","0","W00","World","H3","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6","false","5","u","2","false","6","false","0","false",,"92.59","92.59","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","16","ASM","American Samoa","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","120892.7","false","8","kg","120892.7","false","120892.7","false","122242.7","false",,"636848.367","636848.367","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","162","CXR","Christmas Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6074.7","false","8","kg","6074.7","false","6074.7","false","6094.7","false",,"12614.704","12614.704","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","166","CCK","Cocos Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","550","false","8","kg","550","false","550","false","550","false",,"4211.912","4211.912","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","574","NFK","Norfolk Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6111.08","false","8","kg","6111.08","false","6111.08","false","6310.6","false",,"53004.593","53004.593","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","585","PLW","Palau","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","1721.32","false","8","kg","1721.32","false","1721.32","false","1755.64","false",,"12441.931","12441.931","0","false","true",
"C","A","20210101","2021","52","2021","36","AUS","Australia","X","Export","876","WLF","Wallis and Futuna Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","115891.2","false","8","kg","115891.2","false","115891.2","false","115902","false",,"452005.733","452005.733","0","false","true",
"C","A","20210101","2021","52","2021","40","AUT","Austria","X","Export","60","BMU","Bermuda","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","false","8","kg","4","false","4","false","0","false",,"270.848","270.848","0","false","true",
"C","A","20210101","2021","52","2021","40","AUT","Austria","X","Export","292","GIB","Gibraltar","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","62.356","true","-1","N/A","0","false","62.356","true","0","false",,"165.584","165.584","6","false","true",
"C","A","20210101","2021","52","2021","40","AUT","Austria","X","Export","674","SMR","San Marino","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4","false","8","kg","4","false","4","false","0","false",,"184.507","184.507","0","false","true",
"C","A","20210101","2021","52","2021","48","BHR","Bahrain","X","Export","584","MHL","Marshall Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","75.8","false","8","kg","75.8","false","75.8","false","0","false",,"71.702","71.702","0","false","true",
"C","A","20210101","2021","52","2021","52","BRB","Barbados","X","Export","92","VGB","Br. Virgin Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23178.891","true","-1","N/A","0","false","23178.891","true","0","false","0","72600","72600","6","false","true",
"C","A","20210101","2021","52","2021","52","BRB","Barbados","X","Export","136","CYM","Cayman Isds","0","W00","World","H5","HS","true","1905","Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","10241","false","8","kg","10241","false","10241","false","0","false","0","30164","30164","0","false","true",
